,month,temp_avg,temp_max,temp_min,region,short_description,latitude,longitude,Services voyage (% exports de services),Accès électricité (% pop),Densité de population (hab/km²),Pop. dans grandes agglomérations (%),Accès Internet (% pop),PIB par habitant (USD),Accès eau potable (% pop),Médecins (pour 1000 habitants),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD),city,nature,patrimoine,culture,restaurant,nightlife,loisirs,country
10054,10,23.5,30.0,17.0,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10076,11,16.8,23.7,11.2,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10098,12,12.0,19.2,5.7,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10120,2,14.4,20.7,8.2,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10142,3,18.7,24.6,13.2,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10164,4,24.0,30.3,17.9,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10186,5,28.8,34.9,21.8,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10208,6,31.3,37.5,24.7,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10230,7,29.9,34.6,25.2,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10252,8,29.4,33.9,24.9,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10274,9,28.2,33.6,23.3,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,11.5994120076556,95.6,321.067474833956,19.6667418100831,27.3759,1360.32417758419,90.6815872292919,1.16,30.48608398,16.5,21.9,3.09,5.43,67.649,61.1808138127209,38.8191861872791,966000.0,1070000.0,765000000.0,2.79880745192545,439000000.0,1245000000.0,Islamabad,0.25,0.52,0.25,0.24,0.01,0.4,pakistan
10296,1,26.6,31.3,21.8,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10318,10,26.9,31.0,23.5,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10340,11,26.6,31.1,22.8,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10362,12,26.4,30.8,22.6,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10384,2,27.2,33.2,21.9,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10406,3,28.7,34.8,23.0,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10428,4,28.8,34.2,23.9,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10450,5,28.4,32.6,24.7,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10472,6,28.1,31.6,24.9,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10494,7,27.8,31.4,24.6,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10516,8,27.9,31.8,24.5,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10538,9,27.2,30.9,24.0,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",7.2931208,80.6350358,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Kandy,0.09,0.8,0.12,0.09,0.01,0.55,sri lanka
10560,1,21.2,27.0,17.0,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10582,10,21.3,27.0,17.1,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10604,11,20.3,26.2,16.8,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10626,12,20.7,26.7,16.8,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10648,2,21.3,27.0,17.1,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10670,3,21.1,26.8,17.0,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10692,4,20.7,25.9,17.3,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10714,5,21.3,26.2,17.7,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10736,6,21.7,26.4,17.1,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10758,7,21.9,27.0,17.0,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10780,8,22.6,27.8,17.5,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10802,9,21.9,27.7,17.3,africa,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.,-1.8859597,30.1296751,53.9729058197817,63.9,565.645358735306,8.94015258622129,34.2005,1027.03446826565,60.8290423575481,0.09,52.65630722,38.6,27.4,1.39,3.5,67.785,71.1444689354523,28.8555310645477,1634000.0,1070000.0,212000000.0,10.9903672762396,120000000.0,127000000.0,Kigali,0.09,0.16,0.05,0.1,0.16,0.29,rwanda
10824,1,-2.0,0.4,-4.5,europe,"Strolling through lively squares and historic streets, you'll feel the vibrant energy of a city rich in culture and warm hospitality.",50.4500336,30.5241361,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Kyiv,1.09,2.43,1.53,1.44,1.27,4.44,ukraine
10846,10,9.5,14.0,5.7,europe,"Strolling through lively squares and historic streets, you'll feel the vibrant energy of a city rich in culture and warm hospitality.",50.4500336,30.5241361,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Kyiv,1.09,2.43,1.53,1.44,1.27,4.44,ukraine
10868,11,3.2,5.7,0.8,europe,"Strolling through lively squares and historic streets, you'll feel the vibrant energy of a city rich in culture and warm hospitality.",50.4500336,30.5241361,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Kyiv,1.09,2.43,1.53,1.44,1.27,4.44,ukraine
10890,12,0.0,2.0,-2.0,europe,"Strolling through lively squares and historic streets, you'll feel the vibrant energy of a city rich in culture and warm hospitality.",50.4500336,30.5241361,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Kyiv,1.09,2.43,1.53,1.44,1.27,4.44,ukraine
10912,2,-0.6,2.2,-3.6,europe,"Strolling through lively squares and historic streets, you'll feel the vibrant energy of a city rich in culture and warm hospitality.",50.4500336,30.5241361,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Kyiv,1.09,2.43,1.53,1.44,1.27,4.44,ukraine
